0.000000000	 0.03652739
0.001953125	 0.38258126
0.003906250	 0.06507067
0.005859375	 0.56272978
0.007812500	 0.67955416
0.009765625	 0.47595561
0.011718750	 0.68068683
0.013671875	 0.57796407
0.015625000	 0.71728730
0.017578125	 0.79992253
0.019531250	 0.90618765
0.021484375	 0.95412743
0.023437500	 1.18677759
0.025390625	 1.19291997
0.027343750	 0.83383524
0.029296875	 0.85662591
0.031250000	 0.81066650
0.033203125	 0.83136374
0.035156250	 0.76103091
0.037109375	 0.84077352
0.039062500	 0.70869559
0.041015625	 0.59648830
0.042968750	 0.65410060
0.044921875	 0.80015630
0.046875000	 0.48001716
0.048828125	 0.60221273
0.050781250	 0.30298898
0.052734375	 0.52496904
0.054687500	 0.54001188
0.056640625	 0.61520219
0.058593750	 0.42137232
0.060546875	 0.39271769
0.062500000	 0.47278816
0.064453125	 0.39338976
0.066406250	 0.35839275
0.068359375	 0.52734590
0.070312500	 0.37221006
0.072265625	 0.53296626
0.074218750	 0.53024733
0.076171875	 0.53048986
0.078125000	 0.76917046
0.080078125	 0.97150511
0.082031250	 0.41907138
0.083984375	 0.87594718
0.085937500	 0.86595464
0.087890625	 0.93434054
0.089843750	 0.99281830
0.091796875	 0.95258188
0.093750000	 1.03636754
0.095703125	 1.05772245
0.097656250	 1.06474209
0.099609375	 1.24760079
0.101562500	 1.11098552
0.103515625	 1.30464768
0.105468750	 1.27510285
0.107421875	 1.21914220
0.109375000	 1.30584645
0.111328125	 1.26064479
0.113281250	 1.45163012
0.115234375	 1.45672250
0.117187500	 1.35883248
0.119140625	 1.29367614
0.121093750	 1.09766829
0.123046875	 1.35573006
0.125000000	 1.31743157
0.126953125	 1.02479160
0.128906250	 0.87967902
0.130859375	 1.00009477
0.132812500	 0.99804747
0.134765625	 0.82185334
0.136718750	 0.37565386
0.138671875	 0.60845792
0.140625000	 0.36500719
0.142578125	 0.26742271
0.144531250	 0.09081490
0.146484375	-0.03816777
0.148437500	 0.08659819
0.150390625	-0.02852277
0.152343750	-0.14171371
0.154296875	-0.34854600
0.156250000	-0.28510138
0.158203125	-0.31452298
0.160156250	-0.51591104
0.162109375	-0.45581019
0.164062500	-0.43546927
0.166015625	-0.54670787
0.167968750	-0.76661241
0.169921875	-0.60556787
0.171875000	-0.47444105
0.173828125	-0.67668039
0.175781250	-0.77727342
0.177734375	-0.69226050
0.179687500	-0.83750355
0.181640625	-0.37670794
